Trial,Date,Week,Day,Reef,Treatment,Density,den.max,den.changed,deployment.day
5,7/15/2018,2,11,15,High,9,10,y,B
5,7/18/2018,3,14,15,High,9,10,y,B
5,7/19/2018,3,15,15,High,10,10,n,B
5,7/23/2018,3,19,15,High,5,7,y,B
5,7/24/2018,3,20,15,High,7,7,n,B
5,7/27/2018,4,22,15,High,7,7,n,B
5,7/28/2018,4,23,15,High,6,7,y,B
5,7/29/2018,4,24,15,High,7,7,n,B
5,7/31/2018,4,26,15,High,5,5,n,B
5,7/5/2018,1,1,16,Medium,12,12,n,B
5,7/7/2018,1,3,16,Medium,9,12,y,B
5,7/8/2018,1,4,16,Medium,12,12,n,B
5,7/9/2018,1,5,16,Medium,10,11,y,B
5,7/10/2018,1,6,16,Medium,7,11,y,B
5,7/11/2018,1,6,16,Medium,7,11,y,B
5,7/14/2018,2,10,16,Medium,10,11,y,B
5,7/15/2018,2,11,16,Medium,9,11,y,B
5,7/18/2018,3,14,16,Medium,9,11,y,B
5,7/19/2018,3,15,16,Medium,11,11,n,B
5,7/23/2018,3,19,16,Medium,9,9,n,B
5,7/24/2018,3,20,16,Medium,8,8,n,B
5,7/27/2018,4,22,16,Medium,8,8,n,B
5,7/28/2018,4,23,16,Medium,4,7,y,B
5,7/29/2018,4,24,16,Medium,7,7,n,B
5,7/31/2018,4,26,16,Medium,2,2,n,B
5,7/5/2018,1,1,17,Low,NA,NA,n,B
5,7/7/2018,1,3,17,Low,10,14,y,B
5,7/8/2018,1,4,17,Low,12,14,y,B
5,7/9/2018,1,5,17,Low,14,14,n,B
5,7/10/2018,1,6,17,Low,11,14,y,B
5,7/11/2018,1,6,17,Low,14,14,n,B
5,7/14/2018,2,10,17,Low,12,12,n,B
5,7/15/2018,2,11,17,Low,10,12,y,B
5,7/18/2018,3,14,17,Low,12,12,n,B
5,7/19/2018,3,15,17,Low,12,12,n,B
5,7/23/2018,3,19,17,Low,8,8,n,B
5,7/24/2018,3,20,17,Low,8,8,n,B
5,7/27/2018,4,22,17,Low,6,7,y,B
5,7/28/2018,4,23,17,Low,6,7,y,B
5,7/29/2018,4,24,17,Low,7,7,n,B
5,7/31/2018,4,26,17,Low,4,4,n,B
5,7/5/2018,1,1,18,High,16,16,n,B
5,7/7/2018,1,3,18,High,15,15,n,B
5,7/8/2018,1,4,18,High,7,11,y,B
5,7/9/2018,1,5,18,High,11,11,n,B
5,7/10/2018,1,6,18,High,5,8,y,B
5,7/11/2018,1,6,18,High,8,8,n,B
5,7/14/2018,2,10,18,High,4,5,y,B
5,7/15/2018,2,11,18,High,5,5,n,B
5,7/18/2018,3,14,18,High,5,5,n,B
5,7/19/2018,3,15,18,High,1,5,y,B
5,7/23/2018,3,19,18,High,5,5,n,B
5,7/24/2018,3,20,18,High,5,5,n,B
5,7/27/2018,4,22,18,High,4,4,n,B
5,7/28/2018,4,23,18,High,4,4,n,B
5,7/29/2018,4,24,18,High,3,3,n,B
5,7/31/2018,4,26,18,High,3,3,n,B
6,8/12/2018,1,4,1,Low,8,8,n,A
6,8/15/2018,1,7,1,Low,6,6,n,A
6,8/20/2018,2,12,1,Low,2,2,n,A
6,8/22/2018,2,14,1,Low,1,1,n,A
6,8/12/2018,1,4,2,Control,5,6,y,A
6,8/15/2018,1,7,2,Control,6,6,n,A
6,8/20/2018,2,12,2,Control,2,2,n,A
6,8/22/2018,2,14,2,Control,1,1,n,A
6,8/12/2018,1,4,3,Medium,11,11,n,A
6,8/15/2018,1,7,3,Medium,8,8,n,A
6,8/20/2018,2,12,3,Medium,4,4,n,A
6,8/22/2018,2,14,3,Medium,3,3,n,A
6,8/12/2018,1,4,4,Low,7,7,n,A
6,8/15/2018,1,7,4,Low,6,6,n,A
6,8/20/2018,2,12,4,Low,1,1,n,A
6,8/22/2018,2,14,4,Low,1,1,n,A
6,8/12/2018,1,4,5,Control,6,9,y,A
6,8/15/2018,1,7,5,Control,9,9,n,A
6,8/20/2018,2,12,5,Control,3,4,y,A
6,8/22/2018,2,14,5,Control,4,4,n,A
6,8/12/2018,1,4,6,Medium,7,8,y,A
6,8/15/2018,1,7,6,Medium,8,8,n,A
6,8/20/2018,2,12,6,Medium,1,5,y,A
6,8/22/2018,2,14,6,Medium,5,5,n,A
6,8/12/2018,1,4,7,High,3,5,y,A
6,8/15/2018,1,7,7,High,5,5,n,A
6,8/20/2018,2,12,7,High,5,5,n,A
6,8/22/2018,2,14,7,High,4,4,n,A
6,8/12/2018,1,4,8,Control,3,8,y,A
6,8/15/2018,1,7,8,Control,8,8,n,A
6,8/20/2018,2,12,8,Control,5,5,n,A
6,8/22/2018,2,14,8,Control,5,5,n,A
6,8/12/2018,1,4,9,Low,11,11,n,A
6,8/15/2018,1,7,9,Low,5,5,n,A
6,8/20/2018,2,12,9,Low,4,4,n,A
6,8/22/2018,2,14,9,Low,4,4,n,A
6,8/12/2018,1,4,10,High,4,5,y,A
6,8/15/2018,1,7,10,High,5,5,n,A
6,8/20/2018,2,12,10,High,2,3,y,A
6,8/22/2018,2,14,10,High,3,3,n,A
6,8/12/2018,1,4,11,Medium,6,6,n,A
6,8/15/2018,1,7,11,Medium,2,2,n,A
6,8/20/2018,2,12,11,Medium,1,1,n,A
6,8/22/2018,2,14,11,Medium,1,1,n,A
6,8/12/2018,1,4,12,Control,1,2,y,A
6,8/15/2018,1,7,12,Control,2,2,n,A
6,8/20/2018,2,12,12,Control,1,1,n,A
6,8/22/2018,2,14,12,Control,0,0,n,A
6,8/12/2018,1,4,13,Low,8,8,n,A
6,8/15/2018,1,7,13,Low,4,4,n,A
6,8/20/2018,2,12,13,Low,3,3,n,A
6,8/22/2018,2,14,13,Low,3,3,n,A
6,8/12/2018,1,4,14,Medium,4,4,n,A
6,8/15/2018,1,7,14,Medium,1,1,n,A
6,8/20/2018,2,12,14,Medium,1,1,n,A
6,8/22/2018,2,14,14,Medium,0,0,n,A
6,8/12/2018,1,4,15,High,4,6,y,A
6,8/15/2018,1,7,15,High,6,6,n,A
6,8/20/2018,2,12,15,High,3,4,y,A
6,8/22/2018,2,14,15,High,4,4,n,A
6,8/12/2018,1,4,16,Low,9,9,n,A
6,8/15/2018,1,7,16,Low,4,4,n,A
6,8/20/2018,2,12,16,Low,2,3,y,A
6,8/22/2018,2,14,16,Low,3,3,n,A
6,8/12/2018,1,4,17,High,4,5,y,A
6,8/15/2018,1,7,17,High,5,5,n,A
6,8/20/2018,2,12,17,High,1,2,y,A
6,8/22/2018,2,14,17,High,2,2,n,A
6,8/12/2018,1,4,18,Medium,12,12,n,A
6,8/15/2018,1,7,18,Medium,7,7,n,A
6,8/20/2018,2,12,18,Medium,3,3,n,A
6,8/22/2018,2,14,18,Medium,2,2,n,A
6,8/12/2018,1,4,19,Control,2,3,y,A
6,8/15/2018,1,7,19,Control,3,3,n,A
6,8/20/2018,2,12,19,Control,2,2,n,A
6,8/22/2018,2,14,19,Control,1,1,n,A
6,8/12/2018,1,4,20,High,5,6,y,A
6,8/15/2018,1,7,20,High,6,6,n,A
6,8/20/2018,2,12,20,High,4,4,n,A
6,8/22/2018,2,14,20,High,3,3,n,A
